ID,lemma,glosses,glottocode,reference
2480,ГЬÁ/ЙЛА¹,YAWN,bagv1239,kvamagomedova2004
2481,ГЬÁ̄НИ/ЛА,SHOW,bagv1239,kvamagomedova2004
2482,ГЬĀ́ᴴЙЛЪ’А²,SHOW,tind1238,tinmagomedova2003
2483,ГЬĀ́ЙЛАХО,QUIET,tind1238,tinmagomedova2003
2484,ГЬĀ́ЙЛАХОС̅А,SLOW,tind1238,tinmagomedova2003
2485,ГЬÀᴴДАКI/ВИЛЪ’А,TURN (SOMETHING),tind1238,tinmagomedova2003
2486,ГЬÁᴴЙ-ГЬАКЬА,FACE,tind1238,tinmagomedova2003
2487,ГЬÁᴴКIВА,NAIL (TOOL),tind1238,tinmagomedova2003
2488,ГЬÁᴴКIВА,DROP (OF A LIQUID),tind1238,tinmagomedova2003
2489,ГЬÁᴴКIВА²,NAIL (TOOL),bagv1239,kvamagomedova2004
2490,ГЬÁᴴКIВА²,SCREW,bagv1239,kvamagomedova2004
2491,ГЬÁᴴКIВА¹,DROP (OF A LIQUID),bagv1239,kvamagomedova2004
2492,ГЬÀᴴЛ̅А²,COW,tind1238,tinmagomedova2003
2493,ГЬÁᴴЩАЛ,ELBOW,tind1238,tinmagomedova2003
2494,ГЬÁБАЦIА,THIRTY,bagv1239,kvamagomedova2004
2495,ГЬÀБД/ИЛЪ’А,BARKING,tind1238,tinmagomedova2003
2496,ГЬÁБДА,THREE,bagv1239,kvamagomedova2004
2497,ГЬÀБУ,COAL,tind1238,tinmagomedova2003
2498,ГЬÀВА,AIR,tind1238,tinmagomedova2003
2499,ГЬÁВА,AIR,bagv1239,kvamagomedova2004
2500,ГЬÁВА,HERE,ghod1238,gdosaidova2006
2501,ГЬÁВА,WEATHER,bagv1239,kvamagomedova2004
2502,ГЬÁВАРУ,FROM HERE,ghod1238,gdosaidova2006
2503,ГЬÁГА/Б,STUPID,tind1238,tinmagomedova2003
2504,ГЬÁГА/Б,STUPID,bagv1239,kvamagomedova2004
2505,ГЬÁГЬАДАР,LAUGHTER,bagv1239,kvamagomedova2004
2506,ГЬÁГЬАДИ/ЛА,LAUGH,bagv1239,kvamagomedova2004
2507,ГЬÁДИ/ЛА,ASK (REQUEST),bagv1239,kvamagomedova2004
2508,ГЬÁЙ-ГЬАКЬА,APPEARANCE,tind1238,tinmagomedova2003
2509,ГЬÁЙ–МУЧ,BREATH,bagv1239,kvamagomedova2004
2510,ГЬÁЙНА,SEE,bagv1239,kvamagomedova2004
2511,ГЬÁЙНА,<NA>,bagv1239,kvamagomedova2004
2512,ГЬÀКI’/А,EYE,tind1238,tinmagomedova2003
2513,ГЬÀКI’/А,SPECTACLES,tind1238,tinmagomedova2003
2514,ГЬÁКЪИ,STONE OR ROCK,tind1238,tinmagomedova2003
2515,ГЬÁКЬА,FOREHEAD,bagv1239,kvamagomedova2004
2516,ГЬÁКЬА¹,FOREHEAD,tind1238,tinmagomedova2003
2517,ГЬÁКЬВАЦIА,SEVENTY,bagv1239,kvamagomedova2004
2518,ГЬÀКЬУ²,BRUSH,tind1238,tinmagomedova2003
2519,ГЬÁКЬУ¹,WEEK,tind1238,tinmagomedova2003
2520,ГЬÁЛА,BRANCH,bagv1239,kvamagomedova2004
2521,ГЬÁЛА,BRANCH OR TWIG,bagv1239,kvamagomedova2004
2522,ГЬÀЛА¹,BRANCH,tind1238,tinmagomedova2003
2523,ГЬÀЛА¹,BRANCH OR TWIG,tind1238,tinmagomedova2003
2524,ГЬÁЛАР,DISEASE,bagv1239,kvamagomedova2004
2525,ГЬÁЛАР,PAIN,bagv1239,kvamagomedova2004
2526,ГЬÁЛИ/ЛА,ACHE,bagv1239,kvamagomedova2004
2527,ГЬĀМ,PERSON,tind1238,tinmagomedova2003
2528,ГЬÁМ̄САГIĀТИР,NOW,bagv1239,kvamagomedova2004
2529,ГЬÁНИ,BRAIN,ghod1238,gdosaidova2006
2530,ГЬÁНИ¹,BRAIN,tind1238,tinmagomedova2003
2531,ГЬÁНЦIАР,BAG,bagv1239,kvamagomedova2004
2532,ГЬÁРДИДА,VERY,bagv1239,kvamagomedova2004
2533,ГЬÁРКК/И,WIFE,ghod1238,gdosaidova2006
2534,ГЬÁРКК/И,FEMALE (OF PERSON),ghod1238,gdosaidova2006
2535,ГЬÁРКЪА,STONE OR ROCK,bagv1239,kvamagomedova2004
2536,ГЬÁТIА,DOUGH,tind1238,tinmagomedova2003
2537,ГЬÀЧ̅А²,SCAR,tind1238,tinmagomedova2003
2538,ГЬÁЧIА,EYE,bagv1239,kvamagomedova2004
2539,ГЬÁЧIА,SPECTACLES,bagv1239,kvamagomedova2004
2540,ГЬÁЧIВАЦIА/ГЬАЧIВАЦIÁДА,NINETY,bagv1239,kvamagomedova2004
2541,ГЬĒ,BEHIND,bagv1239,kvamagomedova2004
2542,ГЬĒ,THEN,bagv1239,kvamagomedova2004
2543,ГЬĒ,WHAT,tind1238,tinmagomedova2003
2544,ГЬḖᴴЛЪ’А,<NA>,tind1238,tinmagomedova2003
2545,ГЬḖᴴЛЪ’А,MEET,tind1238,tinmagomedova2003
2546,ГЬÉ̄СА,RIVER,bagv1239,kvamagomedova2004
2547,ГЬÉДИ/ЛА/ГЬÉРИ/ЛА,FEAR (BE AFRAID),bagv1239,kvamagomedova2004
2548,ГЬÉКIВА,HUSBAND,bagv1239,kvamagomedova2004
2549,ГЬÉКIВА,MALE PERSON,tind1238,tinmagomedova2003
2550,ГЬÉКIВА,MALE PERSON,ghod1238,gdosaidova2006
2551,ГЬÉКIВА,PERSON,bagv1239,kvamagomedova2004
2552,ГЬÈКЪУЦ̄АН,NECKLACE,tind1238,tinmagomedova2003
2553,ГЬÉКЬИ/ЛА,SAY,bagv1239,kvamagomedova2004
2554,ГЬÉЛГЬЕЛ,DITCH,bagv1239,kvamagomedova2004
2555,ГЬÈРА,NOW,tind1238,tinmagomedova2003
2556,ГЬÉРА,FOG,bagv1239,kvamagomedova2004
2557,ГЬÉРА,CLOUD,bagv1239,kvamagomedova2004
2558,ГЬÈРАЛА,AGAIN,tind1238,tinmagomedova2003
2559,ГЬÉРАР,FEAR (FRIGHT),bagv1239,kvamagomedova2004
2560,ГЬÈРИ¹,BLOOD,tind1238,tinmagomedova2003
2561,ГЬÉЦIА,BOAT,bagv1239,kvamagomedova2004
2562,ГЬÉЦIИЛГЬАР,HEIGHT,bagv1239,kvamagomedova2004
2563,ГЬÉЦIИЛЪАР,HEIGHT,tind1238,tinmagomedova2003
2564,ГЬŌ/Б,GOOD,bagv1239,kvamagomedova2004
2565,ГЬṒБ-ЧЕЧУБ,CHAT (WITH SOMEBODY),tind1238,tinmagomedova2003
2566,ГЬṒЙЗЕБУ,TUESDAY,tind1238,tinmagomedova2003
2567,ГЬÒБА,GRAVE,tind1238,tinmagomedova2003
2568,ГЬÓГЬА,HAIR,bagv1239,kvamagomedova2004
2569,ГЬÓЛГЬАР,KINDNESS,bagv1239,kvamagomedova2004
2570,ГЬÒЛЪ’АР,KINDNESS,tind1238,tinmagomedova2003
2571,ГЬА'/Б/АЙ,HE OR SHE OR IT,kara1474,kptmagomedovakhalidova2001
2572,гьа'/б/е,THIS,akhv1239,akvmagomedovaabdulayeva2007
2573,ГЬА'ᴴДА,HILL,kara1474,kptmagomedovakhalidova2001
2574,ГЬА'ᴴДАР,HOUSE,kara1474,kptmagomedovakhalidova2001
2575,ГЬА'ᴴК|/ВА¹,NAIL (TOOL),kara1474,kptmagomedovakhalidova2001
2576,ГЬА'ᴴКЬЕ,SONG,kara1474,kptmagomedovakhalidova2001
2577,ГЬА'ᴴЧ|О/Б,LIE (FALSEHOOD),kara1474,kptmagomedovakhalidova2001
2578,гьа'га,HITHER (HERE TO),akhv1239,akvmagomedovaabdulayeva2007
2579,гьа'ге,HERE,akhv1239,akvmagomedovaabdulayeva2007
2580,гьа'ги,RYE,akhv1239,akvmagomedovaabdulayeva2007
2581,ГЬА'ГИ,HERE,kara1474,kptmagomedovakhalidova2001
2582,гьа'гуне,FROM HERE,akhv1239,akvmagomedovaabdulayeva2007
2583,гьа'де,THERE,akhv1239,akvmagomedovaabdulayeva2007
2584,ГЬА'ДИ,FACE,kara1474,kptmagomedovakhalidova2001
2585,ГЬА'ДОЪА,SUMMIT,kara1474,kptmagomedovakhalidova2001
2586,ГЬА'ДОЪА,HEAD,kara1474,kptmagomedovakhalidova2001
2587,ГЬА'ДОЪА,<NA>,kara1474,kptmagomedovakhalidova2001
2588,ГЬА'ДОЪА,MIND,kara1474,kptmagomedovakhalidova2001
2589,ГЬА'КЬУ²,BRUSH,kara1474,kptmagomedovakhalidova2001
2590,ГЬА'КЬУ¹,WEEK,kara1474,kptmagomedovakhalidova2001
2591,гьа'ла,BRANCH,akhv1239,akvmagomedovaabdulayeva2007
2592,гьа'ла,BRANCH OR TWIG,akhv1239,akvmagomedovaabdulayeva2007
2593,ГЬА'ЛА,BRANCH,kara1474,kptmagomedovakhalidova2001
2594,ГЬА'ЛА,BRANCH OR TWIG,kara1474,kptmagomedovakhalidova2001
2595,ГЬА'ЛЕ,STRENGTH,kara1474,kptmagomedovakhalidova2001
2596,ГЬА'НЕ²,BRAIN,kara1474,kptmagomedovakhalidova2001
2597,гьа'рихъIо̄/рулъIа,CURSE,akhv1239,akvmagomedovaabdulayeva2007
2598,ГЬА'РК|Е,WIFE,kara1474,kptmagomedovakhalidova2001
2599,гьа'с̄агIалъ̄ихъе,FAST,akhv1239,akvmagomedovaabdulayeva2007
2600,ГЬА'Ц|АЛ,TEN,kara1474,kptmagomedovakhalidova2001
2601,ГЬА/Б,THIS,kara1474,kptmagomedovakhalidova2001
2602,ГЬА̄ДÁРА/Б,HAPPY,bagv1239,kvamagomedova2004
2603,ГЬАᴴ,YES,ghod1238,gdosaidova2006
2604,ГЬАᴴX̄ВДАЛ́У/Б,DEAF,bagv1239,kvamagomedova2004
2605,ГЬАᴴД́ИБУГЬА/ЙЛА,TURN (SOMETHING),bagv1239,kvamagomedova2004
2606,ГЬАᴴДÁЩIВ,HEARING (AURAL SENSE),bagv1239,kvamagomedova2004
2607,гьаᴴда'хьу/рулъIа,LISTEN,akhv1239,akvmagomedovaabdulayeva2007
2608,гьаᴴде,EAR,akhv1239,akvmagomedovaabdulayeva2007
2609,гьаᴴде',BRAIN,akhv1239,akvmagomedovaabdulayeva2007
2610,ГЬАᴴДЕ',JUG,kara1474,kptmagomedovakhalidova2001
2611,гьаᴴде'локъеда/б/е,DEAF,akhv1239,akvmagomedovaabdulayeva2007
2612,ГЬАᴴДИКЪУ́/Б,DEAF,tind1238,tinmagomedova2003
2613,ГЬАᴴДУ',FOREHEAD,kara1474,kptmagomedovakhalidova2001
2614,гьаᴴже',NOW,akhv1239,akvmagomedovaabdulayeva2007
2615,гьаᴴже'ла,AGAIN,akhv1239,akvmagomedovaabdulayeva2007
2616,ГЬАᴴК|/А¯'ЛЪА,DIG,kara1474,kptmagomedovakhalidova2001
2617,ГЬАᴴКI’И́ТIА,COLLAR,tind1238,tinmagomedova2003
2618,ГЬАᴴКI’И́ТIА,EAR,tind1238,tinmagomedova2003
2619,гьаᴴкIу'да̄чIе,SWING,akhv1239,akvmagomedovaabdulayeva2007
2620,ГЬАᴴКЪÁЖАР,THIRST,tind1238,tinmagomedova2003
2621,ГЬАᴴКЪÁЛАР,THIRST,bagv1239,kvamagomedova2004
2622,ГЬАᴴКЪЕ'ЖАР,THIRST,kara1474,kptmagomedovakhalidova2001
2623,ГЬАᴴКЬ|/У',CLOUD,kara1474,kptmagomedovakhalidova2001
2624,ГЬАᴴЛ̅Á-ЗИНИ,COW,tind1238,tinmagomedova2003
2625,ГЬАᴴЛIАЛIÁС̅А,LEFT,tind1238,tinmagomedova2003
2626,ГЬАᴴС̅ВАГIĀ́ЛЪ̅Ӣ,FAST,tind1238,tinmagomedova2003
2627,ГЬАᴴС̅ВАГIÁТИЛЪ̅Ӣ,SOON,tind1238,tinmagomedova2003
2628,ГЬАᴴТ|И'К|А,EAR,kara1474,kptmagomedovakhalidova2001
2629,ГЬАᴴЧÍИТIА,EAR,bagv1239,kvamagomedova2004
2630,ГЬАᴴЧIÁ̄ЛГЬАН,LIE (FALSEHOOD),bagv1239,kvamagomedova2004
2631,ГЬААЛИ́,SHOW,ghod1238,gdosaidova2006
2632,ГЬАБ,COAL,bagv1239,kvamagomedova2004
2633,ГЬАБ,THIS,ghod1238,gdosaidova2006
2634,ГЬАБÁЖАЛИ,MIX,ghod1238,gdosaidova2006
2635,ГЬАБУ,COAL,andi1255,anisalimov2010
2636,ГЬАБУ',COAL,kara1474,kptmagomedovakhalidova2001
2637,ГЬАБУ́,COAL,ghod1238,gdosaidova2006
2638,ГЬАБУЛГЬИЛАЛ̄Ъ̄́ОБ,THIRD,bagv1239,kvamagomedova2004
2639,ГЬАВÁ,HITHER (HERE TO),ghod1238,gdosaidova2006
2640,ГЬАВÁ-БАКЪ,WEATHER,ghod1238,gdosaidova2006
2641,ГЬАВÁ-МУЧУ,WEATHER,tind1238,tinmagomedova2003
2642,ГЬАВА',AIR,kara1474,kptmagomedovakhalidova2001
2643,ГЬАВУ́-ТЕХЪЕН,BORDER,tind1238,tinmagomedova2003
2644,гьаг/е',WHITHER (WHERE TO),akhv1239,akvmagomedovaabdulayeva2007
2645,ГЬАГ’И́Б,RYE,tind1238,tinmagomedova2003
2646,ГЬАГИ'/Б,THIS,kara1474,kptmagomedovakhalidova2001
2647,ГЬАГИ'/Б/АЙ,HE OR SHE OR IT,kara1474,kptmagomedovakhalidova2001
2648,ГЬАГИ'ГАЛ,FROM HERE,kara1474,kptmagomedovakhalidova2001
2649,гьаги'лIи,WHERE,akhv1239,akvmagomedovaabdulayeva2007
2650,гьаги'лIила,EVERYWHERE,akhv1239,akvmagomedovaabdulayeva2007
2651,ГЬАГИ'ШДЙА,OF THIS KIND (SUCH),kara1474,kptmagomedovakhalidova2001
2652,ГЬАГЬÁЧО,BEGGAR,bagv1239,kvamagomedova2004
2653,ГЬАДÁ/Б,THAT,ghod1238,gdosaidova2006
2654,ГЬАДИ',THERE,kara1474,kptmagomedovakhalidova2001
2655,ГЬАДУР,READY,andi1255,anisalimov2010
2656,ГЬАИ́,SEE,ghod1238,gdosaidova2006
2657,ГЬАЙÁМ,PERSON,tind1238,tinmagomedova2003
2658,ГЬАЙБÁТА/Б,GOOD-LOOKING,bagv1239,kvamagomedova2004
2659,ГЬАЙБÁТА/Б,GOOD-LOOKING,tind1238,tinmagomedova2003
2660,ГЬАЙДУ,DRIVE (CATTLE),andi1255,anisalimov2010
2661,ГЬАЙИ́,EYE,ghod1238,gdosaidova2006
2662,ГЬАЙИ́,WINDOW,ghod1238,gdosaidova2006
2663,ГЬАЙИ́,SPECTACLES,ghod1238,gdosaidova2006
2664,ГЬАЙМАН,SHEEP,andi1255,anisalimov2010
2665,ГЬАК̅У́/Б,FEMALE (OF PERSON),tind1238,tinmagomedova2003
2666,ГЬАК̅У́Й,WIFE,tind1238,tinmagomedova2003
2667,ГЬАК̅У́Й,WOMAN,tind1238,tinmagomedova2003
2668,ГЬАКӀКӀАДУННУ,YAWN,andi1255,anisalimov2010
2669,ГЬАКI’ÁТIАН/ГЬАКI’ÁТIАР,SPIDER,tind1238,tinmagomedova2003
2670,ГЬАКÍУ/Б,FEMALE (OF PERSON),bagv1239,kvamagomedova2004
2671,ГЬАКÍУЙ,WIFE,bagv1239,kvamagomedova2004
2672,ГЬАКÍУЙ,WOMAN,bagv1239,kvamagomedova2004
2673,ГЬАКIУ́БА,HEAVY,ghod1238,gdosaidova2006
2674,ГЬАКIУ́БАЛЪАР,LOAD,tind1238,tinmagomedova2003
2675,ГЬАКIУ́БАЛЪИР,LOAD,ghod1238,gdosaidova2006
2676,ГЬАКIУБÁ/Б,HEAVY,tind1238,tinmagomedova2003
2677,ГЬАКИМ,BOSS,andi1255,anisalimov2010
2678,ГЬАКЪИДУ,SEE,andi1255,anisalimov2010
2679,ГЬАКЬ/У́,WEEK,ghod1238,gdosaidova2006
2680,ГЬАКЬ́УДА,SEVEN,bagv1239,kvamagomedova2004
2681,ГЬАКЬÁ,OF THIS KIND (SUCH),ghod1238,gdosaidova2006
2682,ГЬАКЬВ³,WEEK,bagv1239,kvamagomedova2004
2683,ГЬАКЬВА'Ц|,SEVENTY,kara1474,kptmagomedovakhalidova2001
2684,ГЬАКЬВАЦIÁЙА,SEVENTY,tind1238,tinmagomedova2003
2685,ГЬАКЬУ'ДА,SEVEN,kara1474,kptmagomedovakhalidova2001
2686,ГЬАКЬУ́,BRUSH,ghod1238,gdosaidova2006
2687,ГЬАКЬУ́X̅ИᴴДАЛ,MONDAY,tind1238,tinmagomedova2003
2688,ГЬАКЬУ́ДА,SEVEN,ghod1238,gdosaidova2006
2689,ГЬАКЬУ́ЙА,SEVEN,tind1238,tinmagomedova2003
2690,ГЬАКЬУЦIÁЛИ,SEVENTY,ghod1238,gdosaidova2006
2691,ГЬАЛ/Á,BRANCH OR TWIG,ghod1238,gdosaidova2006
2692,ГЬАЛ́ИЙА/Б,THICK,bagv1239,kvamagomedova2004
2693,ГЬАЛ̄́О/Б,SICK,bagv1239,kvamagomedova2004
2694,ГЬАЛÁ-ГЬАᴴКI’АГЬ/ИЛЪ’А,TRY,tind1238,tinmagomedova2003
2695,ГЬАЛÁ-ГЬАᴴКI’АГЬАР,TRY,tind1238,tinmagomedova2003
2696,ГЬАЛÁГА/Б,ROUGH (OF SEA),tind1238,tinmagomedova2003
2697,ГЬАЛÁГИЛЪ/ИЛЪ’А,ROAR (OF SEA),tind1238,tinmagomedova2003
2698,ГЬАЛÁГЛГЬИ/ЛА,ROAR (OF SEA),bagv1239,kvamagomedova2004
2699,ГЬАЛÁГЯ/Б,ROUGH (OF SEA),ghod1238,gdosaidova2006
2700,ГЬАЛÁЙУ/Б,HEAVY,tind1238,tinmagomedova2003
2701,ГЬАЛÁКИЛЪИ,ROAR (OF SEA),ghod1238,gdosaidova2006
2702,гьала'гилъило̄рулъIа,ROAR (OF SEA),akhv1239,akvmagomedovaabdulayeva2007
2703,ГЬАЛА-ЗУ́ЛМУ,VIOLENCE,tind1238,tinmagomedova2003
2704,ГЬАЛАГА'/Б,ROUGH (OF SEA),kara1474,kptmagomedovakhalidova2001
2705,ГЬАЛАГА'/Б 1),STRONG,kara1474,kptmagomedovakhalidova2001
2706,ГЬАЛАТӀИ,MISTAKE,andi1255,anisalimov2010
2707,ГЬАЛГЬАКЪГИДУ,TASTE (SOMETHING),andi1255,anisalimov2010
2708,ГЬАЛИ́,FACE,ghod1238,gdosaidova2006
2709,ГЬАЛИЩИ́,LOOK,ghod1238,gdosaidova2006
2710,ГЬАЛКӀУННУ,BE ABLE,andi1255,anisalimov2010
2711,ГЬАЛТӀУХЪАН,WORKER,andi1255,anisalimov2010
2712,ГЬАЛУР,FRESH,andi1255,anisalimov2010
2713,ГЬАЛХЬУННУ,REST,andi1255,anisalimov2010
2714,гьалъIе'ште,OF THIS KIND (SUCH),akhv1239,akvmagomedovaabdulayeva2007
2715,ГЬАЛЪИ'Р,THITHER (THERE TO),kara1474,kptmagomedovakhalidova2001
2716,гьама'ри,FACE,akhv1239,akvmagomedovaabdulayeva2007
2717,ГЬАМАГЪÁ-ЧОКЪА,FRIEND,tind1238,tinmagomedova2003
2718,ГЬАМАК¯|/ВА'ЛЪА,YAWN,kara1474,kptmagomedovakhalidova2001
2719,ГЬАМАХИ́,DONKEY,ghod1238,gdosaidova2006
2720,ГЬАМГЬАДИ́,YAWN,ghod1238,gdosaidova2006
2721,ГЬАММУ,FOG,andi1255,anisalimov2010
2722,ГЬАМОРОХИ,DONKEY,andi1255,anisalimov2010
2723,ГЬАМЩЕШДУ,EAT,andi1255,anisalimov2010
2724,ГЬАН¹,BRAIN,bagv1239,kvamagomedova2004
2725,ГЬАНВ³,FACE,bagv1239,kvamagomedova2004
2726,ГЬАНВ³,BUNDLE,bagv1239,kvamagomedova2004
2727,ГЬАНВ1,FAT (FROM ANIMALS),bagv1239,kvamagomedova2004
2728,ГЬАНД¹,FRINGE,bagv1239,kvamagomedova2004
2729,ГЬАНДÁ,BEEHIVE,bagv1239,kvamagomedova2004
2730,ГЬАНИ́КЪУЛ,DEAF,ghod1238,gdosaidova2006
2731,ГЬАНИ́Х/А,CALF,ghod1238,gdosaidova2006
2732,ГЬАНКӀО,NAIL (TOOL),andi1255,anisalimov2010
2733,ГЬАНКI/ВÁ,NAIL (TOOL),ghod1238,gdosaidova2006
2734,ГЬАНКIВАЛИ́,PLANT (VEGETATION),ghod1238,gdosaidova2006
2735,ГЬАНКЪА,THROAT,andi1255,anisalimov2010
2736,ГЬАНКЪАСИ́Р,THIRST,ghod1238,gdosaidova2006
2737,ГЬАНКЪО,THIRST,andi1255,anisalimov2010
2738,ГЬАНКЪУ́,HOME,ghod1238,gdosaidova2006
2739,ГЬАНЛ/У́,CLOUD,ghod1238,gdosaidova2006
2740,ГЬАНЛÁ,FOREHEAD,ghod1238,gdosaidova2006
2741,ГЬАНЛÁЧИБИ,PERSPIRE OR SWEAT,ghod1238,gdosaidova2006
2742,ГЬАННО,PREGNANT,andi1255,anisalimov2010
2743,ГЬАННОХИДУ,SWEAT (PERSPIRE),andi1255,anisalimov2010
2744,ГЬАНТӀИ,DOUGH,andi1255,anisalimov2010
2745,ГЬАНТӀИКӀА,EAR,andi1255,anisalimov2010
2746,ГЬАНТIУ́КIЯ,EAR,ghod1238,gdosaidova2006
2747,ГЬАНТIУКIЯРИККИ́,LISTEN,ghod1238,gdosaidova2006
2748,ГЬАНУ'Р²,BEEHIVE,kara1474,kptmagomedovakhalidova2001
2749,ГЬАНЧӀЧӀИЛ,RIGHT,andi1255,anisalimov2010
2750,ГЬАНЧЧУ́,SHADE,ghod1238,gdosaidova2006
2751,гьапаракье,NOW,akhv1239,akvmagomedovaabdulayeva2007
2752,ГЬАПЕШДУ,EAT,andi1255,anisalimov2010
2753,ГЬАРА,BODY,andi1255,anisalimov2010
2754,ГЬАРГЬАДУННУ,<NA>,andi1255,anisalimov2010
2755,ГЬАРДИ'Р,HITHER (HERE TO),kara1474,kptmagomedovakhalidova2001
2756,гьари'го̄рулъIа,SHOW,akhv1239,akvmagomedovaabdulayeva2007
2757,гьари'гурулъIа,SEE,akhv1239,akvmagomedovaabdulayeva2007
2758,гьари'гурулъIа,<NA>,akhv1239,akvmagomedovaabdulayeva2007
2759,гьари'гурулъIа,MEET,akhv1239,akvmagomedovaabdulayeva2007
2760,ГЬАРК|А',EYE,kara1474,kptmagomedovakhalidova2001
2761,ГЬАРК|А',SPECTACLES,kara1474,kptmagomedovakhalidova2001
2762,ГЬАРК|И'БО/Б,HEAVY,kara1474,kptmagomedovakhalidova2001
2763,ГЬАРК¯|У'К¯|А,WOMAN,kara1474,kptmagomedovakhalidova2001
2764,ГЬАРК̅’И́Н,SHEEP,tind1238,tinmagomedova2003
2765,ГЬАРКӀУ,EYE,andi1255,anisalimov2010
2766,ГЬАРККИ́/Н,EWE,ghod1238,gdosaidova2006
2767,ГЬАРКЪ/ГЬАКЪ,STONE,bagv1239,kvamagomedova2004
2768,ГЬАРКЪГУНА,FACE,andi1255,anisalimov2010
2769,ГЬАРПИ,CHARACTER,andi1255,anisalimov2010
2770,ГЬАРХЪИ́,BORE,ghod1238,gdosaidova2006
2771,ГЬАРЧ¯|А'Б,SMOOTH,kara1474,kptmagomedovakhalidova2001
2772,ГЬАРЧӀААРХИППУ,LOOK,andi1255,anisalimov2010
2773,ГЬАРЧӀИННУ,LOOK,andi1255,anisalimov2010
2774,ГЬАРЧӀЧӀИ,PLAIN,andi1255,anisalimov2010
2775,ГЬАТ|Е',DOUGH,kara1474,kptmagomedovakhalidova2001
2776,ГЬАТ́У/Б,A LITTLE,bagv1239,kvamagomedova2004
2777,ГЬАТӀАН,SUNDAY,andi1255,anisalimov2010
2778,ГЬАТI,FLOUR,bagv1239,kvamagomedova2004
2779,ГЬАТI,DOUGH,bagv1239,kvamagomedova2004
2780,ГЬАТÍУ/Б,FRESH,bagv1239,kvamagomedova2004
2781,ГЬАТÍУ/Б,RAW,bagv1239,kvamagomedova2004
2782,ГЬАТIÁН,SUNDAY,bagv1239,kvamagomedova2004
2783,ГЬАТIÁН,CHURCH,bagv1239,kvamagomedova2004
2784,ГЬАТIИ́,FLOUR,ghod1238,gdosaidova2006
2785,ГЬАТIИ́,DOUGH,ghod1238,gdosaidova2006
2786,ГЬАТIИЛÁССИ,SILK,ghod1238,gdosaidova2006
2787,ГЬАТIУ́/Б,RAW,tind1238,tinmagomedova2003
2788,ГЬАТУ́/Б,A LITTLE,tind1238,tinmagomedova2003
2789,ГЬАЦ|А'/Б,WHITE,kara1474,kptmagomedovakhalidova2001
2790,ГЬАЦ|А'ДА,TEN,kara1474,kptmagomedovakhalidova2001
2791,ГЬАЦӀА,WHITE,andi1255,anisalimov2010
2792,ГЬАЦIÁ,WHITE,ghod1238,gdosaidova2006
2793,ГЬАЦIÁ/Б,WHITE,tind1238,tinmagomedova2003
2794,ГЬАЦIÁ/Б,WHITE,bagv1239,kvamagomedova2004
2795,ГЬАЦIÁX̅АР,DAWN,tind1238,tinmagomedova2003
2796,ГЬАЦIÁДА,TEN,ghod1238,gdosaidova2006
2797,ГЬАЦIÁДА,TEN,bagv1239,kvamagomedova2004
2798,ГЬАЦIÁЙА,TEN,tind1238,tinmagomedova2003
2799,ГЬАЦIÁЛ,TEN,bagv1239,kvamagomedova2004
2800,ГЬАЦIÁЛА,TEN,tind1238,tinmagomedova2003
2801,ГЬАЦIАЛЪИ́,TEN,ghod1238,gdosaidova2006
2802,ГЬАЧ|ВА'ДА,NINE,kara1474,kptmagomedovakhalidova2001
2803,ГЬАЧ|ВА'Ц|,NINETY,kara1474,kptmagomedovakhalidova2001
2804,ГЬАЧ|Е',NO,kara1474,kptmagomedovakhalidova2001
2805,ГЬАЧIÁДА,NINE,ghod1238,gdosaidova2006
2806,ГЬАЧIÁКЪВАРА,SCORPION,bagv1239,kvamagomedova2004
2807,гьачIа',BRONZE OR COPPER,akhv1239,akvmagomedovaabdulayeva2007
2808,ГЬАЧIАЛИ́,BRUSH (TEETH),ghod1238,gdosaidova2006
2809,ГЬАЧIАЦIÁЛИ,NINETY,ghod1238,gdosaidova2006
2810,ГЬАЧIВÁДА,NINE,bagv1239,kvamagomedova2004
2811,ГЬАЧIВÁЙА,NINE,tind1238,tinmagomedova2003
2812,ГЬАЧIВАЦIÁЙА,NINETY,tind1238,tinmagomedova2003
2813,гьашта/б/е,SIMILAR,akhv1239,akvmagomedovaabdulayeva2007
2814,гьаштва̄'рилъ̄и,HOW MANY PIECES,akhv1239,akvmagomedovaabdulayeva2007
2815,гьашту'да,HOW MUCH,akhv1239,akvmagomedovaabdulayeva2007
2816,ГЬАЪ/А'ᴴЛЪА,SEE,kara1474,kptmagomedovakhalidova2001
2817,ГЬВĀᴴЙ,ODOR (SMELL),bagv1239,kvamagomedova2004
2818,ГЬВĀЙ,DOG,bagv1239,kvamagomedova2004
2819,ГЬВĀᴴЙ,ODOR (SMELL),tind1238,tinmagomedova2003
2820,ГЬВÁЕИ/ЛА,BOIL (OF LIQUID),bagv1239,kvamagomedova2004
2821,ГЬВÁРА,PAIN,tind1238,tinmagomedova2003
2822,ГЬВÁРА²,PAIN,bagv1239,kvamagomedova2004
2823,гьва'ле,FOAM,akhv1239,akvmagomedovaabdulayeva2007
2824,гьва'хьу/рулъIа,DISAPPEAR,akhv1239,akvmagomedovaabdulayeva2007
2825,ГЬВА̄Л́А/ЙЛА,BOIL (OF LIQUID),bagv1239,kvamagomedova2004
2826,гьваᴴгьва',COTTON,akhv1239,akvmagomedovaabdulayeva2007
