ID,lemma,glosses,glottocode,reference
6146,с̄е,TENDON,akhv1239,akvmagomedovaabdulayeva2007
6147,с̄е'хъIа,HEEL,akhv1239,akvmagomedovaabdulayeva2007
6148,с̄е̄'гъате,GIFT,akhv1239,akvmagomedovaabdulayeva2007
6149,с̄и'би,DEW,akhv1239,akvmagomedovaabdulayeva2007
6150,с̄и'ги,IN FRONT OF,akhv1239,akvmagomedovaabdulayeva2007
6151,с̄и'ги,BEFORE,akhv1239,akvmagomedovaabdulayeva2007
6152,с̄и'гилъе,OMEN,akhv1239,akvmagomedovaabdulayeva2007
6153,с̄и'малах̄ве,ANGER,akhv1239,akvmagomedovaabdulayeva2007
6154,с̄и'малах̄о̄рулъIа,MAKE ANGRY (ANNOY),akhv1239,akvmagomedovaabdulayeva2007
6155,с̄и'малах̄у/рулъIа,BE ANGRY,akhv1239,akvmagomedovaabdulayeva2007
6156,с̄и'ми,ANGER,akhv1239,akvmagomedovaabdulayeva2007
6157,с̄и'ру,BEESWAX,akhv1239,akvmagomedovaabdulayeva2007
6158,с̄иᴴ'ква,SPOON,akhv1239,akvmagomedovaabdulayeva2007
6159,С̄ИН,BEAR,bagv1239,kvamagomedova2004
6160,с̄иту'/рулъIа,FORBID,akhv1239,akvmagomedovaabdulayeva2007
6161,с̄о,MILK,akhv1239,akvmagomedovaabdulayeva2007
6162,с̄о'рес̄иги,BESIDE,akhv1239,akvmagomedovaabdulayeva2007
6163,с̄оро̄'/рулъIа,TWIST,akhv1239,akvmagomedovaabdulayeva2007
6164,с̄оро̄'/рулъIа,TURN (SOMETHING),akhv1239,akvmagomedovaabdulayeva2007
6165,с̄оро̄'/рулъIа,TURN (SOMETHING),akhv1239,akvmagomedovaabdulayeva2007
6166,с̄ору'/рулъIа,WALK (TAKE A WALK),akhv1239,akvmagomedovaabdulayeva2007
6167,с̄ору'/рулъIа,HITCHHIKE,akhv1239,akvmagomedovaabdulayeva2007
6168,с̄у'гу,PLANE (TOOL),akhv1239,akvmagomedovaabdulayeva2007
6169,с̄уᴴ'де,AND,akhv1239,akvmagomedovaabdulayeva2007
6170,с̄уᴴ'тIи,TOBACCO,akhv1239,akvmagomedovaabdulayeva2007
6171,с̄уба'лIи,WET,akhv1239,akvmagomedovaabdulayeva2007
6172,с̄уди'йа,JUDGE,akhv1239,akvmagomedovaabdulayeva2007
6173,с̄укIа'ро,CUP,akhv1239,akvmagomedovaabdulayeva2007
6174,с̄ура'ти,PICTURE (PAINTING),akhv1239,akvmagomedovaabdulayeva2007
6175,с̄ус̄ати,KINDNESS,akhv1239,akvmagomedovaabdulayeva2007
6176,С̅ÁЙГЪАТА,GIFT,tind1238,tinmagomedova2003
6177,С̅ÉКIУ,MUSHROOM,tind1238,tinmagomedova2003
6178,С̅ÉРУХЪА,BEFORE,tind1238,tinmagomedova2003
6179,С̅АГIÁТИ,HOUR,tind1238,tinmagomedova2003
6180,С̅АГIÁТИ,CLOCK,tind1238,tinmagomedova2003
6181,С̅АПИ́Н,SOAP,tind1238,tinmagomedova2003
6182,С̅ВÁРД/ИЛЪ’А,HITCHHIKE,tind1238,tinmagomedova2003
6183,С̅ВÁРДАР,CIRCLE,tind1238,tinmagomedova2003
6184,С̅ЕРṒ,IN FRONT OF,tind1238,tinmagomedova2003
6185,С̅ЕРИ́/Б/ЕТУ/Б,SERVANT,tind1238,tinmagomedova2003
6186,С̅ЕРИ́ЗЕБУ,THURSDAY,tind1238,tinmagomedova2003
6187,С̅И́ХIУРУ,MAGIC,tind1238,tinmagomedova2003
6188,С̅У̀ᴴКI’А,BEAK,tind1238,tinmagomedova2003
6189,С̅У̀ᴴКI’А,MOUTH,tind1238,tinmagomedova2003
6190,С̅УГЪÁТИ,LIME (MATERIAL),tind1238,tinmagomedova2003
6191,СӢᴴ,BEAR,tind1238,tinmagomedova2003
6192,СĀБ,COLD,tind1238,tinmagomedova2003
6193,СÁГЪА/Б,HEALTHY,tind1238,tinmagomedova2003
6194,СÁГЪА/Б,HEALTHY,bagv1239,kvamagomedova2004
6195,СÁГЪИЛЪАР,HEALTHINESS,tind1238,tinmagomedova2003
6196,СÁГЪЛГЬАР,HEALTHINESS,bagv1239,kvamagomedova2004
6197,СÁЕИ/ЛА,BITE,bagv1239,kvamagomedova2004
6198,СĀЙ,DAY AFTER TOMORROW,tind1238,tinmagomedova2003
6199,СÀЛЪ/АР,COMMON COLD (DISEASE),tind1238,tinmagomedova2003
6200,СÀЛЪ/АР,COLD (CHILL),tind1238,tinmagomedova2003
6201,СÁНИ,TOGETHER,bagv1239,kvamagomedova2004
6202,СÁНУ,TOGETHER,ghod1238,gdosaidova2006
6203,СÁР/И,FOX,ghod1238,gdosaidova2006
6204,СÁРИ,FOX,tind1238,tinmagomedova2003
6205,СÁСИ,SOUND OR NOISE,ghod1238,gdosaidova2006
6206,СÁХА/Б,HEALTHY,ghod1238,gdosaidova2006
6207,СÁХЛЪИ,HEALTHINESS,ghod1238,gdosaidova2006
6208,СÉ/Б/ЛА,OTHER,tind1238,tinmagomedova2003
6209,СÉ/Б/ЛА,MORE,tind1238,tinmagomedova2003
6210,СÉВЕР,NORTH,ghod1238,gdosaidova2006
6211,СÈРИ,FEVER,tind1238,tinmagomedova2003
6212,СÉРИ,FEVER,bagv1239,kvamagomedova2004
6213,СА'ГЪА/Б,HEALTHY,kara1474,kptmagomedovakhalidova2001
6214,са'гъада/б/е,HEALTHY,akhv1239,akvmagomedovaabdulayeva2007
6215,са'гълъила,HEALTHINESS,akhv1239,akvmagomedovaabdulayeva2007
6216,са'ли,SAND,akhv1239,akvmagomedovaabdulayeva2007
6217,СА'МСАМ/АЛЪА,SHIVER,kara1474,kptmagomedovakhalidova2001
6218,СА'МСАМ/АЛЪА,FEVER,kara1474,kptmagomedovakhalidova2001
6219,СА'СУ-БЕЖУН,NEEDLE (FOR SEWING),kara1474,kptmagomedovakhalidova2001
6220,СА'ХЪАТ,MISTAKE,kara1474,kptmagomedovakhalidova2001
6221,САБÁБ,MEDICINE,ghod1238,gdosaidova2006
6222,САБÁВ/САБÁБ,MEDICINE,tind1238,tinmagomedova2003
6223,САБÁЛЪУ,BECAUSE OF,ghod1238,gdosaidova2006
6224,САБАБ,REASON,andi1255,anisalimov2010
6225,САВУ́,DAY AFTER TOMORROW,ghod1238,gdosaidova2006
6226,САГIÁТ/И,HOUR,ghod1238,gdosaidova2006
6227,САГIÁТ/И,CLOCK,ghod1238,gdosaidova2006
6228,САГА,PASTURE,andi1255,anisalimov2010
6229,САЙ,DAY AFTER TOMORROW,bagv1239,kvamagomedova2004
6230,САЙ,DAY AFTER TOMORROW,kara1474,kptmagomedovakhalidova2001
6231,САЙИ́,COLD,ghod1238,gdosaidova2006
6232,САЙИ́ЛЪИР,COLD (CHILL),ghod1238,gdosaidova2006
6233,САКА',PIECE,kara1474,kptmagomedovakhalidova2001
6234,САЛДÁТ,SOLDIER,bagv1239,kvamagomedova2004
6235,САЛДÁТ/И,SOLDIER,ghod1238,gdosaidova2006
6236,САМАЛЙОТ/И,AIRPLANE,ghod1238,gdosaidova2006
6237,САР,FOX,bagv1239,kvamagomedova2004
6238,САРЕ',FOX,kara1474,kptmagomedovakhalidova2001
6239,САРУ,TOGETHER,kara1474,kptmagomedovakhalidova2001
6240,САРУ,NEAR,kara1474,kptmagomedovakhalidova2001
6241,САРУХИ'Л,NEAR,kara1474,kptmagomedovakhalidova2001
6242,САС,SOUND OR NOISE,bagv1239,kvamagomedova2004
6243,САС,SOUND (OF INSTRUMENT OR VOICE),tind1238,tinmagomedova2003
6244,САХЛЪЕ'Р,HEALTHINESS,kara1474,kptmagomedovakhalidova2001
6245,САХЪÁТИ,DISEASE,tind1238,tinmagomedova2003
6246,СЕ'ХА,HEEL,kara1474,kptmagomedovakhalidova2001
6247,СЕ/Б,SOME,tind1238,tinmagomedova2003
6248,СЕ/Б,SOME,tind1238,tinmagomedova2003
6249,СЕ/Б,ALONE,tind1238,tinmagomedova2003
6250,СЕ/Б/ДА-СÉ/Б/ИЙŌ/Б,ONLY,tind1238,tinmagomedova2003
6251,СЕБ,ALONE,andi1255,anisalimov2010
6252,СЕБГЪИБ,ONE,andi1255,anisalimov2010
6253,СЕБИЙДУ,JOIN,andi1255,anisalimov2010
6254,СЕБКО,SMOOTH,andi1255,anisalimov2010
6255,СЕБЛО,OTHER,andi1255,anisalimov2010
6256,СЕБЛОКӀОБ,OTHER,andi1255,anisalimov2010
6257,СЕЙ,BEAR,andi1255,anisalimov2010
6258,СЕЛ/СЕЛВ,SAND,bagv1239,kvamagomedova2004
6259,СЕРЕШКӀИ,WIDOW,andi1255,anisalimov2010
6260,СЕРИ,CIRCLE,andi1255,anisalimov2010
6261,СЕРУ,STORM,andi1255,anisalimov2010
6262,СЕТIИ́Л,FINGER,ghod1238,gdosaidova2006
6263,СИ'НЕ,GLUE,kara1474,kptmagomedovakhalidova2001
6264,СИ́МУ,LIP,tind1238,tinmagomedova2003
6265,СИ́Н/И,GLUE,ghod1238,gdosaidova2006
6266,СИ́НИ,GLUE,tind1238,tinmagomedova2003
6267,СИ́СИКIЯН,BUTTERFLY,ghod1238,gdosaidova2006
6268,СИᴴ,BEAR,kara1474,kptmagomedovakhalidova2001
6269,СИᴴГЬИ́,BEAR,ghod1238,gdosaidova2006
6270,СИᴴД́У/Б,DARK,bagv1239,kvamagomedova2004
6271,СИН,GLUE,bagv1239,kvamagomedova2004
6272,СИН/̄́ИЛА/СИН̄́ЕЛА,GLUE,bagv1239,kvamagomedova2004
6273,СИНÁШАЛИ,GLUE,ghod1238,gdosaidova2006
6274,СИНА¯'/ЛЪА,GLUE,kara1474,kptmagomedovakhalidova2001
6275,СИНДИ́ЛЪИР,DARKNESS,ghod1238,gdosaidova2006
6276,СИРÁ,SAND,ghod1238,gdosaidova2006
6277,СИРУ,FEAR (BE AFRAID),andi1255,anisalimov2010
6278,СНО,GLUE,andi1255,anisalimov2010
6279,СОЙ,DAY AFTER TOMORROW,andi1255,anisalimov2010
6280,СОЛ,TOOTH,andi1255,anisalimov2010
6281,СОЛО'-СОЛО,BALL,kara1474,kptmagomedovakhalidova2001
6282,СОР,FOX,andi1255,anisalimov2010
6283,СОР/АЛЪА,SHIVER,kara1474,kptmagomedovakhalidova2001
6284,СОРÓЙДИ/ЛА,SHIVER,bagv1239,kvamagomedova2004
6285,СОРД/И́ЛЪ’А,WALK,tind1238,tinmagomedova2003
6286,СОРЕ¯'Р¹,FEVER,kara1474,kptmagomedovakhalidova2001
6287,СОРО',SAND,kara1474,kptmagomedovakhalidova2001
6288,соро̄'/рулъIа,STAB,akhv1239,akvmagomedovaabdulayeva2007
6289,СОРУ,TOGETHER,andi1255,anisalimov2010
6290,СОСИ,FAT (FROM ANIMALS),andi1255,anisalimov2010
6291,ССÉБА,IN FRONT OF,ghod1238,gdosaidova2006
6292,ССÉБА,BEFORE,ghod1238,gdosaidova2006
6293,ССАГIÁТ/И,WATCH,ghod1238,gdosaidova2006
6294,ССАЙИ́ГЪАТ/И,GIFT,ghod1238,gdosaidova2006
6295,ССАЛАТОЛ,NECKLACE,andi1255,anisalimov2010
6296,ССАПИН,SOAP,andi1255,anisalimov2010
6297,ССАПУ́Н,SOAP,ghod1238,gdosaidova2006
6298,ССАЪАТИ,HOUR,andi1255,anisalimov2010
6299,ССЕДДУННУ,DANCE,andi1255,anisalimov2010
6300,ССЕДУЛХЪАН,CHIEFTAIN,andi1255,anisalimov2010
6301,ССЕРЖИ,WORM,andi1255,anisalimov2010
6302,ССИ́М/И,ANGER,ghod1238,gdosaidova2006
6303,ССИБИРУ,AUTUMN,andi1255,anisalimov2010
6304,ССИМ,ANGER,andi1255,anisalimov2010
6305,ССИМКЪУ,EVIL,andi1255,anisalimov2010
6306,ССИМКЬИДУ,BURN (SOMETHING),andi1255,anisalimov2010
6307,ССИННИБУ́,BALD,ghod1238,gdosaidova2006
6308,ССИННИКА,MATCH,andi1255,anisalimov2010
6309,ССИПÁТ/И,FACE,ghod1238,gdosaidova2006
6310,ССОЛÓГIУЧI,COLLARBONE,ghod1238,gdosaidova2006
6311,ССОРОЛЛУ,TURN (SOMETHING),andi1255,anisalimov2010
6312,ССУ́НТIУ,TOBACCO,ghod1238,gdosaidova2006
6313,ССУДИЙÁ/В,JUDGE,ghod1238,gdosaidova2006
6314,ССУННУ,SNIFF,andi1255,anisalimov2010
6315,ССУНТӀУННУ,SMELL (PERCEIVE),andi1255,anisalimov2010
6316,ССУНТIИДИ́,SMELL (PERCEIVE),ghod1238,gdosaidova2006
6317,ССУРГУ,PLANE (TOOL),andi1255,anisalimov2010
6318,ССУРДИ́,SLIP,ghod1238,gdosaidova2006
6319,ССУРИ́,SMOKE (EXHAUST),ghod1238,gdosaidova2006
6320,СУ'ᴴК|А,LIP,kara1474,kptmagomedovakhalidova2001
6321,СУ'ᴴК|А,BEAK,kara1474,kptmagomedovakhalidova2001
6322,СУ'К|А¯/ЛЪА,BEND (SOMETHING),kara1474,kptmagomedovakhalidova2001
6323,СУ'ЛАКЬ|АР,SHAME,kara1474,kptmagomedovakhalidova2001
6324,СУ'НИ,YESTERDAY,kara1474,kptmagomedovakhalidova2001
6325,СУ̀С/ĀᴴЙЛЪ’А,SWING (MOVEMENT),tind1238,tinmagomedova2003
6326,СУ́ᴴЛЪ̅ИБАС̅ЕРИ,DAY BEFORE YESTERDAY,tind1238,tinmagomedova2003
6327,СУ́КIИ,TOOTH,ghod1238,gdosaidova2006
6328,СУ́ЛИ,SHAME,tind1238,tinmagomedova2003
6329,СУ́МКЯ,BAG,ghod1238,gdosaidova2006
6330,СУ́НАССУРУ,DAY BEFORE YESTERDAY,ghod1238,gdosaidova2006
6331,СУ́НИ,YESTERDAY,tind1238,tinmagomedova2003
6332,СУ́НИ,YESTERDAY,ghod1238,gdosaidova2006
6333,СУᴴТI,TOBACCO,bagv1239,kvamagomedova2004
6334,СУБЦӀОБ,HAPPY,andi1255,anisalimov2010
6335,СУЛИ,SHAME,andi1255,anisalimov2010
6336,СУНАССИБ,DAY BEFORE YESTERDAY,andi1255,anisalimov2010
6337,СУНКӀА,LIP,andi1255,anisalimov2010
6338,СУНН,YESTERDAY,andi1255,anisalimov2010
6339,СУННИР,LIGHTNING,andi1255,anisalimov2010
6340,СУР,SAND,andi1255,anisalimov2010
6341,СУРАМУЛЪИ́Р,<NA>,ghod1238,gdosaidova2006
6342,СУРИ́СА,QUIET,ghod1238,gdosaidova2006
6343,СУРИСАБУ́,SLOW,ghod1238,gdosaidova2006
6344,СУРО'/Б,UGLY,kara1474,kptmagomedovakhalidova2001
6345,СУСАН/Ā́ЙЛЪ’А,JOG (SOMETHING),tind1238,tinmagomedova2003
6346,СУСУ́КI/ИЛЪ’А,SIEVE OR STRAIN,tind1238,tinmagomedova2003
6347,СУСУКIИ́,SIEVE OR STRAIN,ghod1238,gdosaidova2006
6348,СУХМАХЪИ,PATH,andi1255,anisalimov2010
6349,Т|А'НЕ,NIT,kara1474,kptmagomedovakhalidova2001
6350,Т|АГ|А'М,TASTE,kara1474,kptmagomedovakhalidova2001
6351,Т|АГ|А'М,FOOD,kara1474,kptmagomedovakhalidova2001
6352,Т|АЛЪЕ'Л,LID (COVER; CAP),kara1474,kptmagomedovakhalidova2001
6353,Т|АМ/АЛЪА',THROW AWAY,kara1474,kptmagomedovakhalidova2001
6354,Т|АМ/АЛЪА',<NA>,kara1474,kptmagomedovakhalidova2001
6355,Т|АМ/АЛЪА',COVER,kara1474,kptmagomedovakhalidova2001
6356,Т|АМЕ'Р²,THRESHOLD,kara1474,kptmagomedovakhalidova2001
6357,Т|АР/АЛЪА',DROP (SOMETHING),kara1474,kptmagomedovakhalidova2001
6358,Т|Е'ЛТ|У,FLAX OR LINEN,kara1474,kptmagomedovakhalidova2001
6359,Т|И'Й/АᴴЛЪА,POUR,kara1474,kptmagomedovakhalidova2001
6360,Т|И'Й/АᴴЛЪА,STOVE,kara1474,kptmagomedovakhalidova2001
6361,Т|ИᴴТ|/А¯'ЛЪА,POUR,kara1474,kptmagomedovakhalidova2001
6362,Т|ИБИ'Т|А¯/ЛЪА,SPREAD OUT,kara1474,kptmagomedovakhalidova2001
6363,Т|ОР/АЛЪА',DIG,kara1474,kptmagomedovakhalidova2001
6364,Т|ОРТ|/А'ЛЪА,FLOW,kara1474,kptmagomedovakhalidova2001
6365,Т|ОШЕ',LEAD (CHEMICAL ELEMENT),kara1474,kptmagomedovakhalidova2001
6366,Т|У'Б/Е,PART,kara1474,kptmagomedovakhalidova2001
6367,Т|У'РЧ¯И,CHARCOAL,kara1474,kptmagomedovakhalidova2001
6368,Т|УᴴТ|У',FLY (INSECT),kara1474,kptmagomedovakhalidova2001
6369,Т́ИНИ/ЛА,THAW (DEW),bagv1239,kvamagomedova2004
6370,Т́ӮС̄IА,BUTTON,bagv1239,kvamagomedova2004
6371,ТӀАББА,CAP,andi1255,anisalimov2010
6372,ТӀАБКӀЕШДУ,FALL,andi1255,anisalimov2010
6373,ТӀАДАН,DROP (OF A LIQUID),andi1255,anisalimov2010
6374,ТӀАКМАКИ,BENEFIT,andi1255,anisalimov2010
6375,ТӀАММУ,PUT,andi1255,anisalimov2010
6376,ТӀАНА,NIT,andi1255,anisalimov2010
6377,ТӀЕНТӀА,FLY (INSECT),andi1255,anisalimov2010
6378,ТӀИНКӀЕШДУ,DIG,andi1255,anisalimov2010
6379,ТӀИННУ,POUR,andi1255,anisalimov2010
6380,ТӀИНТӀИШДУ,POUR,andi1255,anisalimov2010
6381,ТӀОНКӀУННУ,DRIP (EMIT LIQUID),andi1255,anisalimov2010
6382,ТӀУ,<NA>,andi1255,anisalimov2010
6383,ТӀУПАН,FLOWING BODY OF WATER,andi1255,anisalimov2010
6384,ТӀУШИ,LEAD (CHEMICAL ELEMENT),andi1255,anisalimov2010
6385,ТĀ́ЙЛЪ’А,BORE,tind1238,tinmagomedova2003
6386,ТÁВХАН,FIREPLACE,bagv1239,kvamagomedova2004
6387,ТÁГЬИБА,CLAN,tind1238,tinmagomedova2003
6388,ТĀЙ,FOAL,tind1238,tinmagomedova2003
6389,ТÁМА,HORN (ANATOMY),bagv1239,kvamagomedova2004
6390,ТÁРЗИ,BECOME,tind1238,tinmagomedova2003
6391,ТÁРЗИЛIИ,THIN (SLIM),ghod1238,gdosaidova2006
6392,ТÁРЗЧIАНА̄С,THIN (SLIM),bagv1239,kvamagomedova2004
6393,ТÁРПА,BAG,tind1238,tinmagomedova2003
6394,ТÀХТА²,LEAF,tind1238,tinmagomedova2003
6395,ТÉГЬИДУ/Б,WARM,bagv1239,kvamagomedova2004
6396,ТÉТА,BREAST,tind1238,tinmagomedova2003
6397,ТÍИНИЛА,POUR,bagv1239,kvamagomedova2004
6398,ТÍИТIАХЪВА/ЙЛА,USE (VERB),bagv1239,kvamagomedova2004
6399,ТÍУМА,TEMPLES,bagv1239,kvamagomedova2004
6400,ТÍУРИДИ/ЛА,FLEE,bagv1239,kvamagomedova2004
6401,ТĪ́ЕЛИ/ЛА,STAB,bagv1239,kvamagomedova2004
6402,ТĪ́ИНА,POUR,bagv1239,kvamagomedova2004
6403,ТIӢ̀ᴴЛЪ’А,POUR,tind1238,tinmagomedova2003
6404,ТIÁ/ЙНА,PUT,bagv1239,kvamagomedova2004
6405,ТIÀᴴЙЛЪ’А,THROW,tind1238,tinmagomedova2003
6406,ТIÀᴴЙЛЪ’А,THROW AWAY,tind1238,tinmagomedova2003
6407,ТIÀᴴЙЛЪ’А,PUT,tind1238,tinmagomedova2003
6408,ТIÀᴴЙЛЪ’А,SOW SEEDS,tind1238,tinmagomedova2003
6409,ТIÁЙ/ЛА,RUN,bagv1239,kvamagomedova2004
6410,ТIÀНА,NIT,tind1238,tinmagomedova2003
6411,ТIÁНА¹,NIT,bagv1239,kvamagomedova2004
6412,ТIÁНИ/ЛА,THROW,bagv1239,kvamagomedova2004
6413,ТIÁНИ/ЛА,THROW AWAY,bagv1239,kvamagomedova2004
6414,ТIÁНИ/ЛА,LAY (VERB),bagv1239,kvamagomedova2004
6415,ТIÁНИ/ЛА,POST (SOMETHING),bagv1239,kvamagomedova2004
6416,ТIÁНИ/ЛА,SOW SEEDS,bagv1239,kvamagomedova2004
6417,ТIÁТI/А,CAP,ghod1238,gdosaidova2006
6418,ТIÁТI/ИЛЪ’А,RUN,tind1238,tinmagomedova2003
6419,ТIḔЛЪ’А,RUN,tind1238,tinmagomedova2003
6420,ТIḔЛЪ’А,BREAK (OF ROPE),tind1238,tinmagomedova2003
6421,ТIÓГЬА¹,LEAD (CHEMICAL ELEMENT),tind1238,tinmagomedova2003
6422,ТIÒТI/ИЛЪ’А,DRIP (EMIT LIQUID),tind1238,tinmagomedova2003
6423,тIа'не,NIT,akhv1239,akvmagomedovaabdulayeva2007
6424,тIаᴴгIа',TASTE,akhv1239,akvmagomedovaabdulayeva2007
6425,ТIАГIÁМ,TASTE,tind1238,tinmagomedova2003
6426,ТIАГIÁМ,TASTE,ghod1238,gdosaidova2006
6427,тIагIаᴴ',TASTE,akhv1239,akvmagomedovaabdulayeva2007
6428,ТIАГIИ́ᴴ,DISAPPEAR,ghod1238,gdosaidova2006
6429,ТIАГIИ́ᴴ,DIE,ghod1238,gdosaidova2006
6430,тIале',HEADGEAR,akhv1239,akvmagomedovaabdulayeva2007
6431,тIале',HAT,akhv1239,akvmagomedovaabdulayeva2007
6432,ТIАНÁ,NIT,ghod1238,gdosaidova2006
6433,ТIАНТIÁЛ,CUCUMBER,ghod1238,gdosaidova2006
6434,ТIАРИ́,RUN,ghod1238,gdosaidova2006
6435,ТIАТI/Ā́ЙЛЪ’А,SEND,tind1238,tinmagomedova2003
6436,ТIАТIÁДИ/ЛА,RUN,bagv1239,kvamagomedova2004
6437,ТIАТIАДÁ/ЙЛА,SEND,bagv1239,kvamagomedova2004
6438,ТIАХIÁᴴ,WATER,ghod1238,gdosaidova2006
6439,ТIВḔЛЪ’А,DIG,tind1238,tinmagomedova2003
6440,ТIЕЛ,SWARM (OF BIRDS),bagv1239,kvamagomedova2004
6441,ТIЕРТĪ́Е/ЛА,SHIVER,bagv1239,kvamagomedova2004
6442,тIи'тIи,FLY (INSECT),akhv1239,akvmagomedovaabdulayeva2007
6443,ТIИ́БАЛИ,PRESS,ghod1238,gdosaidova2006
6444,ТIИ́Н/ИЛЪ’А,POUR,tind1238,tinmagomedova2003
6445,ТIИ́РАТI/ИЛЪ’А,USE (VERB),tind1238,tinmagomedova2003
6446,ТIИ́ТI/ИᴴЛЪ’А,POUR,tind1238,tinmagomedova2003
6447,тIиᴴкIикIу'/нулъIа,DIG,akhv1239,akvmagomedovaabdulayeva2007
6448,тIиᴴкIу'/нулъIа,DRIP (EMIT LIQUID),akhv1239,akvmagomedovaabdulayeva2007
6449,тIигьо'лIи,YELLOW,akhv1239,akvmagomedovaabdulayeva2007
6450,ТIИННИ́,POUR,ghod1238,gdosaidova2006
6451,тIину'/рулъIа,POUR,akhv1239,akvmagomedovaabdulayeva2007
6452,тIину'/рулъIа,POUR,akhv1239,akvmagomedovaabdulayeva2007
6453,тIину'/рулъIа,STOVE,akhv1239,akvmagomedovaabdulayeva2007
6454,ТIИТÍИНИ/ЛА,POUR,bagv1239,kvamagomedova2004
6455,тIитIину'/рулъIа,POUR,akhv1239,akvmagomedovaabdulayeva2007
6456,тIитIину'/рулъIа,POUR,akhv1239,akvmagomedovaabdulayeva2007
6457,тIо̄'нулъIа,THROW AWAY,akhv1239,akvmagomedovaabdulayeva2007
6458,тIо̄'нулъIа,<NA>,akhv1239,akvmagomedovaabdulayeva2007
6459,тIо̄'нулъIа,TIE,akhv1239,akvmagomedovaabdulayeva2007
6460,тIо̄'нулъIа,SOW SEEDS,akhv1239,akvmagomedovaabdulayeva2007
6461,тIору'/рулъIа,DROP (SOMETHING),akhv1239,akvmagomedovaabdulayeva2007
6462,тIотIору'/рулъIа,FLOW,akhv1239,akvmagomedovaabdulayeva2007
6463,тIоша',LEAD (CHEMICAL ELEMENT),akhv1239,akvmagomedovaabdulayeva2007
6464,ТIОЩ¹,LEAD (CHEMICAL ELEMENT),bagv1239,kvamagomedova2004
6465,тIу'би,PART,akhv1239,akvmagomedovaabdulayeva2007
6466,тIу'ка,MALE GOAT,akhv1239,akvmagomedovaabdulayeva2007
6467,ТIУ́ᴴТIУ,FLY (INSECT),tind1238,tinmagomedova2003
6468,ТIУ́Б/И,PART,ghod1238,gdosaidova2006
6469,ТIУ́БИ,PART,tind1238,tinmagomedova2003
6470,ТIУ́К/Я,MALE GOAT,ghod1238,gdosaidova2006
6471,ТIУ́Р/ӢЛЪ’А,FLEE,tind1238,tinmagomedova2003
6472,ТIУᴴТI,FLY (INSECT),bagv1239,kvamagomedova2004
6473,тIуба'лада/б/е,TRUE,akhv1239,akvmagomedovaabdulayeva2007
6474,тIубале̄'да,ALL,akhv1239,akvmagomedovaabdulayeva2007
6475,ТIУМАГЬИБУ́,FULL,ghod1238,gdosaidova2006
6476,ТIУНТI/У́,FLY (INSECT),ghod1238,gdosaidova2006
6477,ТIУРТIУДИ́,DIG,ghod1238,gdosaidova2006
6478,ТIУШИ́,LEAD (CHEMICAL ELEMENT),ghod1238,gdosaidova2006
6479,ТÓКУ,THRESHING-FLOOR,ghod1238,gdosaidova2006
6480,ТÓРДИ/ЛА,ROT,bagv1239,kvamagomedova2004
6481,ТÓХАЛА,WORK (LABOUR),bagv1239,kvamagomedova2004
6482,ТÓХЛГЬИ/ЛА/ТÓХАЛГЬИ/ЛА,DIE,bagv1239,kvamagomedova2004
6483,ТÓХТОР,PHYSICIAN,ghod1238,gdosaidova2006
6484,ТÓХТУР,PHYSICIAN,bagv1239,kvamagomedova2004
6485,та'х̄ишагьа,CENTER OR MIDDLE,akhv1239,akvmagomedovaabdulayeva2007
6486,таᴴ̄'да,FOR A LONG TIME,akhv1239,akvmagomedovaabdulayeva2007
6487,таᴴ̄'ча,GUN,akhv1239,akvmagomedovaabdulayeva2007
6488,ТАБ́УТ,COFFIN,bagv1239,kvamagomedova2004
6489,ТАБÁ/Б,SOFT,bagv1239,kvamagomedova2004
6490,ТАБÁ/Б,GENTLE,tind1238,tinmagomedova2003
6491,ТАБА'/Б,SOFT,kara1474,kptmagomedovakhalidova2001
6492,табада/б/е,GENTLE,akhv1239,akvmagomedovaabdulayeva2007
6493,ТАВУ́ᴴХА,FIREPLACE,ghod1238,gdosaidova2006
6494,ТАВУ́ХАН,FIREPLACE,tind1238,tinmagomedova2003
6495,ТАВХА'Н,FIREPLACE,kara1474,kptmagomedovakhalidova2001
6496,ТАВХАН,FIREPLACE,andi1255,anisalimov2010
6497,ТАГЬИ́,FOAL,ghod1238,gdosaidova2006
6498,ТАЙ,FOAL,andi1255,anisalimov2010
6499,ТАКЪÉЙА,HELMET,tind1238,tinmagomedova2003
6500,такъи'йа,HELMET,akhv1239,akvmagomedovaabdulayeva2007
6501,ТАКЪИЙÁ,HELMET,ghod1238,gdosaidova2006
6502,ТАКЪС¯И'Р,ACCUSE,kara1474,kptmagomedovakhalidova2001
6503,такъс̄и'ри,FAULT,akhv1239,akvmagomedovaabdulayeva2007
6504,ТАКЪСИР,FAULT,andi1255,anisalimov2010
6505,ТАЛ̅И́ГЬИ,HAPPINESS,tind1238,tinmagomedova2003
6506,ТАЛÁТ,TUESDAY,ghod1238,gdosaidova2006
6507,ТАЛÁТЗЕБ,TUESDAY,bagv1239,kvamagomedova2004
6508,тала'хIи,HAPPINESS,akhv1239,akvmagomedovaabdulayeva2007
6509,ТАЛАТИ,TUESDAY,andi1255,anisalimov2010
6510,ТАЛИ'Х|,HAPPINESS,kara1474,kptmagomedovakhalidova2001
6511,ТАЛИ́ХIИ,HAPPINESS,ghod1238,gdosaidova2006
